t,input,output
3.54,0.99973935,0.99507517
3.55,0.9980267,0.99338675
3.56,0.99471736,0.99010915
3.57,0.9898167,0.9852478
3.58,0.9833326,0.9788104
3.59,0.97527534,0.9708074
3.6,0.9656579,0.9612514
3.6100001,0.95449525,0.95015746
3.62,0.94180626,0.9375442
3.63,0.9276099,0.9234306
3.6399999,0.91193026,0.90784055
3.65,0.894791,0.8907976
3.66,0.87622064,0.87233007
3.67,0.8562485,0.8524671
3.68,0.8349066,0.8312406
3.69,0.8122284,0.8086838
3.7,0.78825134,0.784834
3.71,0.76301455,0.7597301
3.72,0.7365559,0.7334097
3.73,0.70891887,0.7059161
3.74,0.68014705,0.6772927
3.75,0.65028787,0.64758664
3.76,0.6193883,0.6168446
3.77,0.5874979,0.585116
3.78,0.55466753,0.5524514
3.79,0.5209499,0.5189032
3.8,0.48639885,0.48452497
3.81,0.45106965,0.44937178
3.82,0.41501886,0.41349983
3.83,0.37830412,0.3769665
3.84,0.34098417,0.33983022
3.85,0.30311874,0.3021505
3.8600001,0.26476744,0.26398656
3.87,0.22599441,0.22540227
3.88,0.18685704,0.18645474
3.8899999,0.14742449,0.1472128
3.9,0.10775422,0.10773362
3.91,0.067911565,0.06808222
3.92,0.027959319,0.028321091
3.93,-0.012036708,-0.011484262
3.94,-0.05201348,-0.05127111
3.95,-0.09190704,-0.090975806
3.96,-0.13165358,-0.13053483
3.97,-0.17118949,-0.1698849
3.98,-0.21045153,-0.20896305
3.99,-0.2493769,-0.24770679
4,-0.2879033,-0.2860541
4.01,-0.32597005,-0.32394457
4.02,-0.3635135,-0.3613149
4.03,-0.4004772,-0.3981088
4.04,-0.43679845,-0.43426397
4.05,-0.47242266,-0.469726
4.06,-0.5072894,-0.50443476
4.07,-0.54134625,-0.53833807
4.08,-0.5745354,-0.5713784
4.09,-0.60680705,-0.6035061
4.1,-0.6381064,-0.63466674
4.11,-0.6683864,-0.66481334
4.12,-0.69759566,-0.6938948
4.13,-0.7256903,-0.72186744
4.14,-0.7526227,-0.7486839
4.15,-0.7783523,-0.7743037
4.16,-0.8028355,-0.79868346
4.17,-0.82603556,-0.8217866
4.18,-0.84791297,-0.84357375
4.19,-0.86843497,-0.8640123
4.2,-0.8875667,-0.88306755
4.21,-0.9052794,-0.9007109
4.22,-0.921543,-0.9169123
4.23,-0.9363331,-0.93164754
4.24,-0.9496246,-0.9448915
4.25,-0.96139747,-0.9566244
4.26,-0.9716323,-0.9668267
4.27,-0.9803122,-0.9754816
4.28,-0.98742425,-0.9825764
4.29,-0.99295634,-0.98809874
4.3,-0.99690014,-0.9920405
4.31,-0.9992489,-0.99439496
4.32,-0.9999992,-0.99515855
4.33,-0.99914974,-0.99433
4.34,-0.9967018,-0.9919106
4.35,-0.99265945,-0.9879043
4.36,-0.98702884,-0.9823173
4.37,-0.9798195,-0.975159
4.38,-0.9710423,-0.96644014
4.39,-0.9607121,-0.95617557
4.4,-0.9488444,-0.94438064
4.41,-0.9354594,-0.9310755
4.42,-0.9205771,-0.91628
4.43,-0.9042229,-0.9000192
4.44,-0.8864213,-0.8823178
4.45,-0.8672026,-0.8632056
4.46,-0.84659547,-0.8427114
4.47,-0.8246351,-0.82087004
4.48,-0.80135435,-0.7977142
4.49,-0.77679276,-0.77328324
4.5,-0.75098723,-0.74761385
4.51,-0.7239803,-0.7207484
4.52,-0.6958164,-0.692731
4.5299997,-0.66653943,-0.6636054
4.54,-0.63619477,-0.6334167
4.55,-0.60483223,-0.60221446
4.56,-0.5725036,-0.57005024
4.57,-0.5392575,-0.5369724
4.58,-0.5051504,-0.50303704
4.59,-0.47023347,-0.46829522
4.6,-0.43456596,-0.43280578
4.61,-0.39820153,-0.39662215
4.62,-0.3612018,-0.35980564
4.63,-0.32362244,-0.32241166
4.64,-0.28552717,-0.2845036
4.65,-0.24697329,-0.2461385
4.66,-0.20802616,-0.20738137
4.67,-0.16874436,-0.16829053
4.68,-0.12919448,-0.12893222
4.69,-0.08943603,-0.08936569
4.7,-0.049536403,-0.049657997
4.71,-0.009555624,-0.009868871
4.7200003,0.030440444,0.029936131
4.73,0.07038591,0.069691435
4.74,0.11021878,0.10933533
4.75,0.1498772,0.14880629
4.76,0.18929586,0.18803927
4.77,0.22840981,0.22696966
4.7799997,0.26715836,0.26553702
4.79,0.30548137,0.30368152
4.8,0.34331566,0.34134027
4.81,0.3805989,0.37845123
4.82,0.41727504,0.4149586
4.83,0.45328188,0.45080045
4.84,0.4885653,0.48592293
4.85,0.52306545,0.5202665
4.86,0.5567304,0.55377936
4.87,0.58950317,0.58640486
4.88,0.6213344,0.61809385
4.89,0.65217006,0.6487926
4.9,0.6819639,0.678455
4.91,0.71066535,0.70703065
4.92,0.7382312,0.7344766
4.93,0.76461476,0.7607464
4.94,0.7897763,0.78580046
4.95,0.8136733,0.80959636
4.96,0.8362696,0.8320981
4.9700003,0.8575281,0.8532689
4.98,0.8774137,0.87307364
4.99,0.89589566,0.8914818
5,0.9129453,0.9084647
5.01,0.92853427,0.9239943
5.02,0.9426371,0.938045
5.03,0.95523256,0.9505958
5.04,0.9662993,0.96162534
5.05,0.97582066,0.9711171
5.06,0.9837805,0.9790549
5.07,0.9901669,0.9854269
5.08,0.9949689,0.99022216
5.09,0.9981794,0.99343354
5.1,0.9997929,0.9950557
5.11,0.999807,0.995086
5.12,0.99822164,0.9935245
5.13,0.9950392,0.99037355
5.14,0.9902649,0.9856382
5.15,0.9839066,0.9793264
5.16,0.97597396,0.9714476
5.17,0.9664804,0.9620152
5.18,0.9554413,0.9510445
5.19,0.942872,0.93855065
5.2,0.92879623,0.9245574
5.21,0.91323245,0.90908295
5.22,0.8962092,0.8921557
5.23,0.87775135,0.87380046
5.24,0.8578902,0.85404825
5.25,0.8366556,0.8329289
5.26,0.81408256,0.810477
5.27,0.7902082,0.78672975
5.28,0.76506853,0.76172274
5.29,0.7387061,0.7354984
5.3,0.71116066,0.70809627
5.31,0.6824775,0.6795613
5.32,0.6527039,0.6499407
5.33,0.6218846,0.6192789
5.34,0.590072,0.587628
5.35,0.55731696,0.5550387
5.36,0.5236656,0.52155674
5.37,0.4891814,0.48724535
5.38,0.4539096,0.45214954
5.39,0.41791677,0.41633558
5.4,0.38125014,0.37985042
5.41,0.3439771,0.34276113
5.42,0.306152,0.3051218
5.43,0.2678389,0.2669962
5.44,0.22909547,0.22844167
5.45,0.18998742,0.18952361
5.46,0.15057357,0.15030056
5.47,0.1109207,0.11083899
5.48,0.071086586,0.07119638
5.49,0.031144453,0.031445608
5.5,-0.008853217,-0.008361097
5.51,-0.048832912,-0.04815058
5.52,-0.088736385,-0.08786486
5.5299997,-0.12849411,-0.12743473
5.54,-0.16804819,-0.16680259
5.55,-0.20733717,-0.20590729
5.56,-0.24628885,-0.24467692
5.57,-0.2848521,-0.2830606
5.58,-0.32295594,-0.32098776
5.59,-0.36054492,-0.3584031
5.6,-0.39755532,-0.39524323
5.61,-0.4339315,-0.4314528
5.62,-0.46961173,-0.46697032
5.63,-0.5045424,-0.5017425
5.64,-0.5386643,-0.5357102
5.65,-0.57192594,-0.56882244
5.66,-0.6042712,-0.60102314
5.67,-0.63565266,-0.6322652
5.68,-0.6660128,-0.6624914
5.69,-0.6953117,-0.69166183
5.7,-0.72349423,-0.7197217
5.71,-0.7505207,-0.74663144
5.7200003,-0.776349,-0.77234924
5.73,-0.80093163,-0.7968277
5.74,-0.8242354,-0.8200338
5.75,-0.84621936,-0.8419268
5.76,-0.8668516,-0.86247486
5.77,-0.8860951,-0.88164115
5.7799997,-0.90392107,-0.89939696
5.79,-0.9203018,-0.91571474
5.8,-0.93521017,-0.93056744
5.81,-0.94862175,-0.94393075
5.82,-0.96051633,-0.95578444
5.83,-0.9708738,-0.96610856
5.84,-0.9796788,-0.97488785
5.85,-0.98691547,-0.9821064
5.86,-0.9925742,-0.98775464
5.87,-0.9966444,-0.991822
5.88,-0.99912053,-0.994303
5.89,-0.9999981,-0.99519306
5.9,-0.99927604,-0.99449116
5.91,-0.9969553,-0.9921981
5.92,-0.9930398,-0.9883179
5.93,-0.98753536,-0.98285633
5.94,-0.98045105,-0.97582227
5.95,-0.9717986,-0.9672274
5.96,-0.96159106,-0.9570848
5.9700003,-0.9498451,-0.9454108
5.98,-0.9365802,-0.932225
5.99,-0.921817,-0.9175478
6,-0.9055784,-0.901402
