t,input,output
3.44,0.9297118,0.9271486
3.45,0.9436957,0.9411459
3.46,0.9561699,0.9536376
3.47,0.96711445,0.9646038
3.48,0.9765118,0.97402674
3.49,0.9843469,0.98189163
3.5,0.9906074,0.98818576
3.51,0.99528307,0.99289906
3.52,0.9983665,0.99602395
3.53,0.99985266,0.9975554
3.54,0.99973935,0.99749106
3.55,0.9980267,0.9958311
3.56,0.99471736,0.99257785
3.57,0.9898167,0.9877369
3.58,0.9833326,0.9813158
3.59,0.97527534,0.97332484
3.6,0.9656579,0.9637769
3.6100001,0.95449525,0.9526867
3.62,0.94180626,0.9400732
3.63,0.9276099,0.9259551
3.6399999,0.91193026,0.91035646
3.65,0.894791,0.8933007
3.66,0.87622064,0.8748163
3.67,0.8562485,0.8549324
3.68,0.8349066,0.83368087
3.69,0.8122284,0.8110951
3.7,0.78825134,0.7872123
3.71,0.76301455,0.7620715
3.72,0.7365559,0.73571026
3.73,0.70891887,0.7081722
3.74,0.68014705,0.67950046
3.75,0.65028787,0.64974254
3.76,0.6193883,0.61894506
3.77,0.5874979,0.5871575
3.78,0.55466753,0.5544306
3.79,0.5209499,0.52081686
3.8,0.48639885,0.4863699
3.81,0.45106965,0.4511449
3.82,0.41501886,0.41519824
3.83,0.37830412,0.37858737
3.84,0.34098417,0.34137088
3.85,0.30311874,0.30360833
3.8600001,0.26476744,0.26535916
3.87,0.22599441,0.22668734
3.88,0.18685704,0.18765011
3.8899999,0.14742449,0.1483165
3.9,0.10775422,0.1087437
3.91,0.067911565,0.06899705
3.92,0.027959319,0.029139072
3.93,-0.012036708,-0.010764517
3.94,-0.05201348,-0.050650887
3.95,-0.09190704,-0.09045617
3.96,-0.13165358,-0.13011673
3.97,-0.17118949,-0.16956908
3.98,-0.21045153,-0.20875011
3.99,-0.2493769,-0.24759716
4,-0.2879033,-0.28604808
4.01,-0.32597005,-0.32404226
4.02,-0.3635135,-0.36151618
4.03,-0.4004772,-0.39841357
4.04,-0.43679845,-0.4346717
4.05,-0.47242266,-0.4702362
4.06,-0.5072894,-0.5050467
4.07,-0.54134625,-0.5390509
4.08,-0.5745354,-0.572191
4.09,-0.60680705,-0.6044173
4.1,-0.6381064,-0.6356751
4.11,-0.6683864,-0.66591746
4.12,-0.69759566,-0.6950929
4.13,-0.7256903,-0.7231578
4.14,-0.7526227,-0.75006443
4.15,-0.7783523,-0.7757724
4.16,-0.8028355,-0.80023795
4.17,-0.82603556,-0.8234245
4.18,-0.84791297,-0.8452926
4.19,-0.86843497,-0.86580944
4.2,-0.8875667,-0.88494015
4.21,-0.9052794,-0.9026561
4.22,-0.921543,-0.918927
4.23,-0.9363331,-0.9337287
4.24,-0.9496246,-0.9470358
4.25,-0.96139747,-0.95882845
4.26,-0.9716323,-0.9690871
4.27,-0.9803122,-0.97779495
4.28,-0.98742425,-0.98493886
4.29,-0.99295634,-0.99050677
4.3,-0.99690014,-0.9944903
4.31,-0.9992489,-0.9968827
4.32,-0.9999992,-0.9976803
4.33,-0.99914974,-0.99688184
4.34,-0.9967018,-0.9944885
4.35,-0.99265945,-0.99050426
4.36,-0.98702884,-0.9849352
4.37,-0.9798195,-0.9777907
4.38,-0.9710423,-0.96908164
4.39,-0.9607121,-0.95882267
4.4,-0.9488444,-0.9470291
4.41,-0.9354594,-0.93372124
4.42,-0.9205771,-0.9189188
4.43,-0.9042229,-0.9026471
4.44,-0.8864213,-0.88493043
4.45,-0.8672026,-0.86579907
4.46,-0.84659547,-0.8452815
4.47,-0.8246351,-0.8234128
4.48,-0.80135435,-0.80022556
4.49,-0.77679276,-0.77575934
4.5,-0.75098723,-0.7500508
4.51,-0.7239803,-0.7231423
4.52,-0.6958164,-0.6950782
4.5299997,-0.66653943,-0.66590214
4.54,-0.63619477,-0.6356594
4.55,-0.60483223,-0.6043997
4.56,-0.5725036,-0.5721745
4.57,-0.5392575,-0.53903234
4.58,-0.5051504,-0.5050295
4.59,-0.47023347,-0.470217
4.6,-0.43456596,-0.43465397
4.61,-0.39820153,-0.3983938
4.62,-0.3612018,-0.36149806
4.63,-0.32362244,-0.32402217
4.64,-0.28552717,-0.28602976
4.65,-0.24697329,-0.24757782
4.66,-0.20802616,-0.20873173
4.67,-0.16874436,-0.16954975
4.68,-0.12919448,-0.13009846
4.69,-0.08943603,-0.090437055
4.7,-0.049536403,-0.050632928
4.71,-0.009555624,-0.010745805
4.7200003,0.030440444,0.029158462
4.73,0.07038591,0.06901424
4.74,0.11021878,0.10875966
4.75,0.1498772,0.14833295
4.76,0.18929586,0.18766892
4.77,0.22840981,0.22670287
4.7799997,0.26715836,0.26537418
4.79,0.30548137,0.30362278
4.8,0.34331566,0.3413856
4.81,0.3805989,0.37860057
4.82,0.41727504,0.41521165
4.83,0.45328188,0.45115668
4.84,0.4885653,0.48638177
4.85,0.52306545,0.52082705
4.86,0.5567304,0.5544408
4.87,0.58950317,0.58716595
4.88,0.6213344,0.6189534
4.89,0.65217006,0.64974904
4.9,0.6819639,0.67950684
4.91,0.71066535,0.7081761
4.92,0.7382312,0.7357138
4.93,0.76461476,0.7620733
4.94,0.7897763,0.7872148
4.95,0.8136733,0.8110959
4.96,0.8362696,0.83368045
4.9700003,0.8575281,0.8549313
4.98,0.8774137,0.87481344
4.99,0.89589566,0.8932961
5,0.9129453,0.9103507
5.01,0.92853427,0.92594874
5.02,0.9426371,0.9400647
5.03,0.95523256,0.9526776
5.04,0.9662993,0.96376574
5.05,0.97582066,0.9733127
5.06,0.9837805,0.981302
5.07,0.9901669,0.987722
5.08,0.9949689,0.9925614
5.09,0.9981794,0.99581325
5.1,0.9997929,0.99747187
5.11,0.999807,0.9975348
5.12,0.99822164,0.99600196
5.13,0.9950392,0.9928756
5.14,0.9902649,0.9881608
5.15,0.9839066,0.98186547
5.16,0.97597396,0.97399896
5.17,0.9664804,0.96457475
5.18,0.9554413,0.9536081
